4.728290231;-1.111154607;-2.178934002;3.544642868;0.348995354;1.127512708;-0.049729071
4.719965575;-1.124296781;-2.047964067;3.116391377;0.42500623;0.701076421;-0.038086291
5.228517498;-1.500175859;-2.892396534;2.3639064;0.872001974;0.494831323;0.643221469
5.552662309;-1.479679448;-3.431733041;2.231589371;1.02497952;0.686347801;0.565467295
5.558639583;-1.396044218;-2.801884745;2.560826809;0.953944557;0.071815998;0.245826148
5.011501413;-1.266902585;-2.116883433;2.680635205;1.091634039;-0.239026867;-1.213149466
4.59323076;-0.82489648;-1.784825107;3.194775602;1.574118235;0.270532942;-0.50707234
4.666335849;-1.224348817;-2.284461776;2.67446055;0.258759022;1.140342771;0.969669598
6.173236675;-2.191366323;-3.504278162;0.784555835;0.479782871;-0.293835948;-0.129036129
6.132026215;-2.030855399;-3.811956853;0.602515617;1.182488221;-0.199726608;-0.808449724
5.89228908;-1.738349447;-3.341292194;1.987017743;1.50190532;0.401330697;0.769634033
5.245896798;-1.662341215;-3.074690815;2.78784442;-0.42378627;1.561678676;1.891832177
-4.46683271;1.327999012;-2.428923191;0.578434258;-1.38474786;2.205531283;-1.035302377
-5.362444461;1.517824116;-1.932224223;0.261077653;-2.234805819;2.827644673;-2.127887232
-4.289273072;1.276472197;-1.974755005;-0.46767754;-2.054174793;2.054613177;-0.519178552
-4.134234085;1.216030933;-2.601428292;0.502840994;-1.171981577;1.96595009;-0.945144655
-4.133811152;0.772936448;-2.914409654;-0.112729553;-1.556950415;2.337649684;-2.133848204
-4.04397274;0.208221899;-3.017517372;-0.739782017;-1.67698193;2.805229246;-1.156435071
-3.19701137;-1.821253853;1.995536937;-4.827880267;5.404264759;2.193605805;0.027052702
-2.795706288;-1.909832608;2.1011954;-5.334375293;2.69541131;2.578339191;1.792876188
-3.011518879;-1.921144477;2.295938278;-5.104182715;2.755447938;1.841688999;2.083866062
-2.783141507;-1.725856418;2.549191615;-3.920124233;3.345038375;2.075934776;0.938462171
-3.474967193;-1.883077699;3.240100579;-3.612300729;4.277445755;2.395167707;-0.493745354
-4.457726578;-2.497044979;2.586307791;-4.592604229;3.131734861;3.561908323;0.953832695
-3.350951513;-2.219887645;2.730136102;-6.10939999;4.42799988;1.856796655;0.200833119
-4.578262025;-2.301079387;2.616556185;-4.811069777;3.623253364;2.530902461;0.260792009
-4.870529307;-1.561529775;2.65029711;-3.465552921;4.100610456;2.58977832;-1.460411748
-3.31500608;-1.702013294;2.187902614;-4.980407988;3.527163042;2.600180511;-0.320360556
-1.58108998;-1.918353012;1.391233896;-5.193633748;2.951746794;2.427592203;1.77439006
-1.932706317;-1.188349806;2.053548613;-3.250968055;4.175425967;1.874110454;0.842533599
-2.314796201;-1.646653719;2.411144014;-3.677948795;3.520844467;1.886410682;-0.396844451
-1.955606022;1.757495045;1.492544999;4.059929003;1.094423632;-0.031185273;0.026720636
-3.159601811;1.968685258;2.512867239;4.701282111;0.788425304;0.560937198;-0.938876645
-2.773184673;1.177063247;1.585375594;3.825166611;-0.471778215;1.317772478;0.96046666
-3.127989244;1.315001249;2.433230958;4.397052687;0.636038977;-0.247472189;0.746918092
-4.228398713;1.850826088;2.895522995;5.300695506;-1.029939936;0.24478429;1.495955283
-2.856207546;1.724317197;1.662630673;4.249856172;0.053459798;-0.274368483;0.266362405
-2.287150119;1.953709355;1.876646663;3.841048294;2.54296398;-1.330550331;-0.134219029
-3.031751298;2.000267979;2.249611603;4.773383221;1.462672786;-1.085571609;0.700664877
-3.098491203;2.248060316;3.493742878;5.278861354;1.935752634;-0.25764297;0.56201263
-3.360207421;1.841149475;2.816491021;4.792638062;1.547331483;-0.0397554;-1.717357182
-3.333116491;1.071494283;1.602487209;4.063726017;0.971507545;0.460986845;-1.748589487
-2.814482352;1.34457171;1.433885027;4.142625225;1.117379225;0.620312933;-0.524071242
-2.802594671;1.335371519;1.900184149;3.915704135;1.951583758;-0.280688529;-0.779072787
-2.49182785;1.318555559;2.420205621;4.595818548;1.456978526;0.137608709;0.896870369
-2.769587053;1.400819694;2.507744436;3.096884288;1.69675055;-0.720778055;-0.407853239
-2.923538196;1.36635814;2.648187346;2.639133485;1.424945069;-0.956974066;-0.394660519
-2.111451436;1.56225084;2.843354887;4.270983764;2.921045671;-0.825412651;-1.855879104
-2.514544884;1.511571059;2.544443501;4.189973839;2.48350677;-0.320692006;-0.768875315
-2.814706662;1.580972666;2.010139659;4.115030326;2.113292998;-0.729668474;-0.91966795
-3.16349991;1.952369898;1.913911595;4.711179791;0.27993506;0.348466403;0.660190664
-2.786755747;1.242049702;2.059913132;3.800916577;2.455959764;-0.068797066;-1.927797602
-3.223523371;1.678815584;1.861622934;4.235350123;-0.326381795;1.704122543;1.650709739
-2.361387855;1.460202962;2.166264303;3.218917864;1.474930484;-0.166283424;-1.280819669
-2.752244212;1.241786474;2.249580511;4.77692316;-0.552931901;1.05129607;0.952744727
-2.049078442;1.284002835;2.393479331;4.671519239;1.06998389;-0.590038201;-0.702955519
-2.477302988;2.244699469;2.872785141;5.915021467;1.690030955;-0.274536805;-0.712163476
-3.167209499;1.99333723;3.413582242;5.501327687;0.623323019;0.351322573;0.072358456
-2.416074633;1.247212444;2.51911523;5.00950633;0.919282947;0.300047791;-0.183794736
-2.411012116;1.49145221;2.611739465;5.000868764;1.140466928;0.489451695;-0.166627675
-2.469779796;1.702759698;2.439892091;4.12844263;1.352842032;0.213694799;-0.93848181
-2.224029748;1.40954053;2.027327051;3.731774361;1.540461896;-0.246110463;-0.599069353
-2.536973032;1.574749995;3.018689364;4.950230059;2.027751177;-0.712448865;-1.84058664
-2.121887867;1.632639891;3.003671508;4.947666541;1.505298457;-0.330033241;-1.312175855
-1.965173141;1.211082472;2.273648526;3.79755091;0.970710337;0.428916978;-0.804757346
-2.078413767;1.417783854;2.851636837;4.117988949;1.850907863;-0.103136939;-0.687701629
-3.883868172;-4.296573321;-1.228131275;-0.445877339;-0.970881537;-1.785489466;0.45851427
-3.364532208;-4.113847469;-2.052022925;-0.793993985;0.172152352;-1.909639404;-0.124624345
-2.633140293;-4.30066548;-1.662290196;-1.688205784;0.313980731;-1.207117953;-0.416702873
-1.389044117;-3.933099788;-1.875329154;-0.7874836;1.408370073;-1.804048019;0.263106679
-3.204417848;-4.753691536;-1.417076919;-2.278857243;-1.084366286;-0.892075366;-0.01640796
-3.67435371;-4.475342618;-1.094956107;-1.13497386;-0.606162015;-1.10617695;-0.297194626
-3.035251714;-4.616952222;-1.373403208;-1.22164195;-0.32010601;-1.207705518;-1.355158296
-2.382736013;-4.186388162;-0.74506659;-0.635121917;1.221754046;-1.850939551;-1.619156457
-3.565311031;-4.541384247;-0.510571717;-0.541286181;-0.80575707;-1.498506305;-0.736078755
-1.069249341;-1.566198941;0.843687564;-3.026705482;3.146796592;1.797878612;-0.528161295
-0.938218221;-1.714352458;1.274671368;-4.106218568;3.783777865;1.257301082;-0.502240601
-1.350889625;-1.969716379;1.86757656;-4.31059588;2.375197333;2.670856037;1.213302438
-1.356209478;-1.8316986;1.350333947;-3.319329252;1.70600729;2.743952923;-0.282808784
-1.566195201;-2.353729306;1.182807759;-3.533715364;0.942944328;3.273636843;1.309032803
-1.46793903;-2.347497608;2.409209611;-3.743395884;2.082282035;1.208963137;-1.078459153
-1.713652406;-2.10188259;2.661057684;-4.025623719;1.755559882;1.138292056;-1.428051653
-1.574392116;-2.194351982;1.28034401;-4.391796478;1.751886737;1.516356033;-1.512423362
-0.58145657;-1.724069756;0.771898905;-2.313977208;1.458211686;1.894090773;-0.36043501
-0.573687937;-1.571937984;1.381568264;-3.405688448;3.844769346;1.365751662;-1.448752776
-6.105997507;-4.690381485;-1.99100668;0.250321727;-1.942191136;-6.328314833;1.864720601
-6.730031892;-4.814396255;-2.122326645;-0.170159714;-1.211855015;-7.72292278;1.212318132
-6.336652102;-4.032900057;-2.30235887;-0.166590246;-0.067557822;-6.115783198;-0.553704323
-5.514634335;-4.672528773;-2.709579922;-0.960514884;-0.825197303;-4.713210806;0.667240433
-7.64919109;-4.894734146;-1.056780764;-0.26043318;-2.122165971;-6.27043472;-0.145394413
-8.279831499;-4.884907615;-1.656307966;-0.10732239;-3.832507468;-6.436633262;1.786661509
-6.622912921;-4.792474653;-1.900357378;0.362766571;-1.74112713;-7.090922948;1.563013353
-5.05127137;-5.215853024;-3.34500554;-1.377851586;-2.039295533;-4.648564291;2.960616367
-6.043931443;-4.488056758;-1.136534222;-0.119045435;-1.229780451;-5.427532896;0.328756339
-5.366415982;-4.616602707;-1.280476428;0.317654236;-0.877060072;-4.166421431;0.229136461
6.144958559;-1.537047072;-3.299474662;2.22596627;0.642128145;-0.332068251;-0.726053943
7.144316451;-1.982948243;-4.924413136;0.743255138;1.054289192;-1.314048635;-1.89574958
6.464672899;-1.957469931;-4.094300008;1.051430314;0.338854187;0.186529204;-1.382607431
6.074238085;-1.440488673;-2.726319516;2.239561297;1.65572828;0.055255511;0.229061777
6.526098099;-1.199150111;-2.531056264;2.272499434;3.388326531;-0.682021732;0.260285897
6.456560169;-1.723908377;-3.289305633;1.386330324;2.375465409;-0.480356362;0.235030473
6.231953794;-1.825908706;-3.527310658;1.928889513;0.822778534;0.050757157;0.999572437
5.982626477;-1.336812369;-2.989167143;3.26457008;1.246627807;0.417976521;0.810083078
6.278057076;-1.92584426;-4.01740676;1.770295124;-0.49663953;1.472253366;2.965371601
7.122691871;-1.82561104;-3.415702892;0.852489754;2.484697604;-1.13870554;0.929279105
6.696859883;-1.645844085;-3.338155371;1.688926839;1.930867708;-0.323614619;0.500128998
6.417528251;-1.954425412;-3.592929455;1.04567819;0.914888731;0.512181841;-1.04072925
-2.807665448;3.012648732;2.299100689;3.643865634;1.785023187;-0.746906797;0.075438873
